2024-09-10T06:26:26.826584191Z,21.200000762939453,l/h
2024-09-10T06:26:27.826642431Z,21.399999618530273,l/h
2024-09-10T06:26:29.826585698Z,21.600000381469727,l/h
2024-09-10T06:26:30.826640950Z,22,l/h
2024-09-10T06:26:31.826641452Z,21.80000114440918,l/h
2024-09-10T06:26:32.826584649Z,22.100000381469727,l/h
2024-09-10T06:26:33.826590381Z,21.80000114440918,l/h
2024-09-10T06:26:34.826642016Z,22.200000762939453,l/h
2024-09-10T06:26:35.826586985Z,22.100000381469727,l/h
2024-09-10T06:26:36.826641514Z,22.30000114440918,l/h
2024-09-10T06:26:37.826641806Z,22.899999618530273,l/h
2024-09-10T06:26:38.826645721Z,23,l/h
2024-09-10T06:26:39.826640720Z,23.100000381469727,l/h
2024-09-10T06:26:40.826647434Z,22.80000114440918,l/h
2024-09-10T06:26:41.826628675Z,22.899999618530273,l/h
2024-09-10T06:26:42.826642797Z,22.80000114440918,l/h
2024-09-10T06:26:43.826648456Z,22.600000381469727,l/h
2024-09-10T06:26:44.826646238Z,22.80000114440918,l/h
2024-09-10T06:26:45.826636927Z,23.100000381469727,l/h
2024-09-10T06:26:46.826640379Z,23,l/h
2024-09-10T06:26:47.826636937Z,22.80000114440918,l/h
2024-09-10T06:26:48.826630019Z,23,l/h
2024-09-10T06:26:49.826648262Z,23.100000381469727,l/h
2024-09-10T06:26:50.826642423Z,22.899999618530273,l/h
2024-09-10T06:26:52.826640961Z,23,l/h
2024-09-10T06:26:53.826645279Z,22.700000762939453,l/h
2024-09-10T06:26:54.826640779Z,22.80000114440918,l/h
2024-09-10T06:26:55.826642123Z,22.600000381469727,l/h
2024-09-10T06:26:56.826570170Z,23.100000381469727,l/h
2024-09-10T06:26:57.826640689Z,22.399999618530273,l/h
2024-09-10T06:26:58.826589109Z,22.899999618530273,l/h
2024-09-10T06:26:59.826642014Z,22.100000381469727,l/h
2024-09-10T06:27:00.826642337Z,22,l/h
2024-09-10T06:27:01.826641684Z,22.399999618530273,l/h
2024-09-10T06:27:02.826524121Z,22.100000381469727,l/h
2024-09-10T06:27:03.826537026Z,22,l/h
2024-09-10T06:27:04.826621600Z,21.600000381469727,l/h
2024-09-10T06:27:05.826640902Z,22.100000381469727,l/h
2024-09-10T06:27:06.826640607Z,21.80000114440918,l/h
2024-09-10T06:27:08.826633385Z,21.399999618530273,l/h
2024-09-10T06:27:09.826640929Z,21.200000762939453,l/h
2024-09-10T06:27:10.826641617Z,21.100000381469727,l/h
2024-09-10T06:27:11.826637813Z,20.80000114440918,l/h
2024-09-10T06:27:13.826646946Z,20.899999618530273,l/h
2024-09-10T06:27:14.826631071Z,20.700000762939453,l/h
2024-09-10T06:27:15.826643852Z,20.600000381469727,l/h
2024-09-10T06:27:16.826585328Z,20.399999618530273,l/h
2024-09-10T06:27:18.826625627Z,20.100000381469727,l/h
2024-09-10T06:27:20.826641845Z,17.5,l/h
2024-09-10T06:27:21.826627512Z,18,l/h
2024-09-10T06:27:22.826608817Z,18.600000381469727,l/h
2024-09-10T06:27:23.826617101Z,18.100000381469727,l/h
