2024-09-10T06:26:36.826641514Z,81,celsius
2024-09-10T06:27:30.826654514Z,80,celsius
2024-09-10T06:28:30.026618687Z,80,celsius
2024-09-10T06:29:21.926658399Z,79,celsius
2024-09-10T06:30:21.026642471Z,79,celsius
2024-09-10T06:31:21.026640120Z,79,celsius
2024-09-10T06:31:43.926681190Z,80,celsius
2024-09-10T06:32:08.926680740Z,81,celsius
2024-09-10T06:33:08.026652457Z,81,celsius
2024-09-10T06:34:02.947655251Z,80,celsius
2024-09-10T06:34:21.947680361Z,79,celsius
2024-09-10T06:35:08.947702401Z,80,celsius
2024-09-10T06:35:48.947681847Z,81,celsius
2024-09-10T06:36:11.947658162Z,80,celsius
2024-09-10T06:37:11.047730989Z,80,celsius
2024-09-10T06:38:11.030325546Z,80,celsius
2024-09-10T06:39:07.030318416Z,79,celsius
2024-09-10T06:39:34.030258667Z,78,celsius
2024-09-10T06:39:43.030188467Z,79,celsius
2024-09-10T06:40:21.030231746Z,80,celsius
2024-09-10T06:41:21.030237872Z,80,celsius
2024-09-10T06:42:21.030245806Z,80,celsius
2024-09-10T06:43:21.085398247Z,80,celsius
2024-09-10T06:44:21.085398733Z,80,celsius
2024-09-10T06:44:32.085457928Z,79,celsius
2024-09-10T06:44:56.085404475Z,80,celsius
2024-09-10T06:45:17.085406603Z,81,celsius
2024-09-10T06:46:17.085458535Z,81,celsius
2024-09-10T06:47:17.015695123Z,81,celsius
2024-09-10T06:48:05.115616110Z,80,celsius
2024-09-10T06:48:12.115589078Z,81,celsius
2024-09-10T06:48:31.115656646Z,82,celsius
2024-09-10T06:49:31.015687054Z,82,celsius
2024-09-10T06:50:23.074443885Z,81,celsius
2024-09-10T06:50:47.074435006Z,82,celsius
2024-09-10T06:51:01.074342965Z,83,celsius
2024-09-10T06:51:13.074357171Z,84,celsius
2024-09-10T06:51:31.174448262Z,83,celsius
2024-09-10T06:51:42.174299663Z,82,celsius
2024-09-10T06:52:42.074322629Z,82,celsius
2024-09-10T06:53:42.074458973Z,82,celsius
2024-09-10T06:54:28.174298320Z,83,celsius
2024-09-10T06:55:02.174455228Z,84,celsius
2024-09-10T06:56:02.094898200Z,84,celsius
2024-09-10T06:57:02.094793986Z,84,celsius
2024-09-10T06:57:22.194841008Z,83,celsius
2024-09-10T06:57:30.194925065Z,82,celsius
2024-09-10T06:58:07.194914567Z,83,celsius
2024-09-10T06:59:07.094874033Z,83,celsius
2024-09-10T07:00:07.094908516Z,83,celsius
2024-09-10T07:01:07.094847965Z,83,celsius
2024-09-10T07:01:10.194850538Z,84,celsius
2024-09-10T07:02:10.095003170Z,84,celsius
2024-09-10T07:02:38.194868278Z,85,celsius
2024-09-10T07:02:55.294922010Z,84,celsius
2024-09-10T07:03:55.094892180Z,84,celsius
2024-09-10T07:04:55.094889245Z,84,celsius
2024-09-10T07:05:55.094877785Z,84,celsius
2024-09-10T07:06:04.294942325Z,83,celsius
2024-09-10T07:06:12.294921467Z,82,celsius
2024-09-10T07:06:48.294858563Z,81,celsius
2024-09-10T07:07:03.294795889Z,80,celsius
2024-09-10T07:07:18.294909847Z,79,celsius
2024-09-10T07:07:45.248694425Z,78,celsius
2024-09-10T07:08:40.256039423Z,77,celsius
2024-09-10T07:09:40.056210099Z,77,celsius
2024-09-10T07:10:40.056191187Z,77,celsius
2024-09-10T07:11:40.056313601Z,77,celsius
2024-09-10T07:12:40.073520730Z,77,celsius
